"study","group","condition","SID","survey_name","item","value"
"study1_pilot2","controlling","controlling","s184","msg_share","msg_share_12","7"
"study1_pilot2","controlling","controlling","s191","msg_share","msg_share_12","5"
"study1_pilot2","controlling","controlling","s222","msg_share","msg_share_12","5"
"study1_pilot2","controlling","controlling","s047","msg_share","msg_share_15","7"
"study1_pilot2","controlling","controlling","s048","msg_share","msg_share_15","4"
"study1_pilot2","controlling","controlling","s097","msg_share","msg_share_15","6"
"study1_pilot2","controlling","controlling","s145","msg_share","msg_share_15","7"
"study1_pilot2","controlling","controlling","s184","msg_share","msg_share_15","7"
"study1_pilot2","controlling","controlling","s191","msg_share","msg_share_15","6"
"study1_pilot2","controlling","controlling","s206","msg_share","msg_share_15","6"
"study1_pilot2","controlling","controlling","s025","msg_share","msg_share_17","7"
"study1_pilot2","controlling","controlling","s039","msg_share","msg_share_17","7"
"study1_pilot2","controlling","controlling","s095","msg_share","msg_share_17","7"
"study1_pilot2","controlling","controlling","s097","msg_share","msg_share_17","4"
"study1_pilot2","controlling","controlling","s103","msg_share","msg_share_17","2"
"study1_pilot2","controlling","controlling","s187","msg_share","msg_share_17","2"
"study1_pilot2","controlling","controlling","s188","msg_share","msg_share_17","6"
"study1_pilot2","controlling","controlling","s206","msg_share","msg_share_17","5"
"study1_pilot2","controlling","controlling","s025","msg_share","msg_share_18","6"
"study1_pilot2","controlling","controlling","s039","msg_share","msg_share_18","7"
"study1_pilot2","controlling","controlling","s066","msg_share","msg_share_18","6"
"study1_pilot2","controlling","controlling","s110","msg_share","msg_share_18","4"
"study1_pilot2","controlling","controlling","s156","msg_share","msg_share_18","4"
"study1_pilot2","controlling","controlling","s187","msg_share","msg_share_18","2"
"study1_pilot2","controlling","controlling","s191","msg_share","msg_share_18","4"
"study1_pilot2","controlling","controlling","s218","msg_share","msg_share_18","4"
"study1_pilot2","controlling","controlling","s025","msg_share","msg_share_20","6"
"study1_pilot2","controlling","controlling","s039","msg_share","msg_share_20","7"
"study1_pilot2","controlling","controlling","s066","msg_share","msg_share_20","6"
"study1_pilot2","controlling","controlling","s145","msg_share","msg_share_20","6"
"study1_pilot2","controlling","controlling","s184","msg_share","msg_share_20","6"
"study1_pilot2","controlling","controlling","s188","msg_share","msg_share_20","5"
"study1_pilot2","controlling","controlling","s222","msg_share","msg_share_20","5"
"study1_pilot2","controlling","controlling","s062","msg_share","msg_share_23","2"
"study1_pilot2","controlling","controlling","s063","msg_share","msg_share_23","7"
"study1_pilot2","controlling","controlling","s097","msg_share","msg_share_23","6"
"study1_pilot2","controlling","controlling","s103","msg_share","msg_share_23","2"
"study1_pilot2","controlling","controlling","s145","msg_share","msg_share_23","6"
"study1_pilot2","controlling","controlling","s150","msg_share","msg_share_23","6"
"study1_pilot2","controlling","controlling","s156","msg_share","msg_share_23","4"
"study1_pilot2","controlling","controlling","s188","msg_share","msg_share_23","5"
"study1_pilot2","controlling","controlling","s218","msg_share","msg_share_23","4"
"study1_pilot2","controlling","controlling","s048","msg_share","msg_share_24","5"
"study1_pilot2","controlling","controlling","s062","msg_share","msg_share_24","5"
"study1_pilot2","controlling","controlling","s066","msg_share","msg_share_24","5"
"study1_pilot2","controlling","controlling","s095","msg_share","msg_share_24","7"
"study1_pilot2","controlling","controlling","s096","msg_share","msg_share_24","7"
"study1_pilot2","controlling","controlling","s103","msg_share","msg_share_24","2"
"study1_pilot2","controlling","controlling","s163","msg_share","msg_share_24","6"
"study1_pilot2","controlling","controlling","s187","msg_share","msg_share_24","2"
"study1_pilot2","controlling","controlling","s206","msg_share","msg_share_24","5"
"study1_pilot2","controlling","controlling","s062","msg_share","msg_share_25","4"
"study1_pilot2","controlling","controlling","s063","msg_share","msg_share_25","1"
"study1_pilot2","controlling","controlling","s079","msg_share","msg_share_25","2"
"study1_pilot2","controlling","controlling","s097","msg_share","msg_share_25","4"
"study1_pilot2","controlling","controlling","s145","msg_share","msg_share_25","7"
"study1_pilot2","controlling","controlling","s150","msg_share","msg_share_25","6"
"study1_pilot2","controlling","controlling","s163","msg_share","msg_share_25","6"
"study1_pilot2","controlling","controlling","s218","msg_share","msg_share_25","6"
"study1_pilot2","controlling","controlling","s048","msg_share","msg_share_32","4"
"study1_pilot2","controlling","controlling","s053","msg_share","msg_share_32","2"
"study1_pilot2","controlling","controlling","s062","msg_share","msg_share_32","3"
"study1_pilot2","controlling","controlling","s079","msg_share","msg_share_32","6"
"study1_pilot2","controlling","controlling","s096","msg_share","msg_share_32","7"
"study1_pilot2","controlling","controlling","s110","msg_share","msg_share_32","2"
"study1_pilot2","controlling","controlling","s163","msg_share","msg_share_32","4"
"study1_pilot2","controlling","controlling","s187","msg_share","msg_share_32","2"
"study1_pilot2","controlling","controlling","s222","msg_share","msg_share_32","5"
"study1_pilot2","encouraging","encouraging-paired","s031","msg_rel_self","msg_rel_self_07","6"
"study1_pilot2","encouraging","encouraging-paired","s088","msg_rel_self","msg_rel_self_07","6"
"study1_pilot2","encouraging","encouraging-paired","s099","msg_rel_self","msg_rel_self_07","7"
"study1_pilot2","encouraging","encouraging-paired","s102","msg_rel_self","msg_rel_self_07","6"
"study1_pilot2","encouraging","encouraging-paired","s106","msg_rel_self","msg_rel_self_07","5"
"study1_pilot2","encouraging","encouraging-paired","s123","msg_rel_self","msg_rel_self_07","7"
"study1_pilot2","encouraging","encouraging-paired","s148","msg_rel_self","msg_rel_self_07","6"
"study1_pilot2","encouraging","encouraging-paired","s168","msg_rel_self","msg_rel_self_07","7"
"study1_pilot2","encouraging","encouraging-paired","s179","msg_rel_self","msg_rel_self_07","7"
"study1_pilot2","encouraging","encouraging-paired","s235","msg_rel_self","msg_rel_self_07","2"
"study1_pilot2","encouraging","encouraging-paired","s031","msg_rel_self","msg_rel_self_08","6"
"study1_pilot2","encouraging","encouraging-paired","s088","msg_rel_self","msg_rel_self_08","6"
"study1_pilot2","encouraging","encouraging-paired","s099","msg_rel_self","msg_rel_self_08","7"
"study1_pilot2","encouraging","encouraging-paired","s102","msg_rel_self","msg_rel_self_08","6"
"study1_pilot2","encouraging","encouraging-paired","s106","msg_rel_self","msg_rel_self_08","4"
"study1_pilot2","encouraging","encouraging-paired","s123","msg_rel_self","msg_rel_self_08","7"
"study1_pilot2","encouraging","encouraging-paired","s148","msg_rel_self","msg_rel_self_08","6"
"study1_pilot2","encouraging","encouraging-paired","s168","msg_rel_self","msg_rel_self_08","7"
"study1_pilot2","encouraging","encouraging-paired","s179","msg_rel_self","msg_rel_self_08","7"
"study1_pilot2","encouraging","encouraging-paired","s235","msg_rel_self","msg_rel_self_08","2"
"study1_pilot2","encouraging","encouraging-paired","s031","msg_rel_self","msg_rel_self_12","6"
"study1_pilot2","encouraging","encouraging-paired","s088","msg_rel_self","msg_rel_self_12","7"
"study1_pilot2","encouraging","encouraging-paired","s099","msg_rel_self","msg_rel_self_12","6"
"study1_pilot2","encouraging","encouraging-paired","s102","msg_rel_self","msg_rel_self_12","6"
"study1_pilot2","encouraging","encouraging-paired","s106","msg_rel_self","msg_rel_self_12","6"
"study1_pilot2","encouraging","encouraging-paired","s123","msg_rel_self","msg_rel_self_12","7"
"study1_pilot2","encouraging","encouraging-paired","s148","msg_rel_self","msg_rel_self_12","5"
"study1_pilot2","encouraging","encouraging-paired","s168","msg_rel_self","msg_rel_self_12","7"
"study1_pilot2","encouraging","encouraging-paired","s179","msg_rel_self","msg_rel_self_12","7"
"study1_pilot2","encouraging","encouraging-paired","s235","msg_rel_self","msg_rel_self_12","3"
"study1_pilot2","encouraging","encouraging-paired","s031","msg_rel_self","msg_rel_self_15","6"
"study1_pilot2","encouraging","encouraging-paired","s088","msg_rel_self","msg_rel_self_15","7"
"study1_pilot2","encouraging","encouraging-paired","s099","msg_rel_self","msg_rel_self_15","6"
"study1_pilot2","encouraging","encouraging-paired","s102","msg_rel_self","msg_rel_self_15","7"
"study1_pilot2","encouraging","encouraging-paired","s106","msg_rel_self","msg_rel_self_15","7"
"study1_pilot2","encouraging","encouraging-paired","s123","msg_rel_self","msg_rel_self_15","7"
"study1_pilot2","encouraging","encouraging-paired","s148","msg_rel_self","msg_rel_self_15","5"
"study1_pilot2","encouraging","encouraging-paired","s168","msg_rel_self","msg_rel_self_15","7"
"study1_pilot2","encouraging","encouraging-paired","s179","msg_rel_self","msg_rel_self_15","6"
"study1_pilot2","encouraging","encouraging-paired","s235","msg_rel_self","msg_rel_self_15","1"
"study1_pilot2","encouraging","encouraging-paired","s031","msg_rel_self","msg_rel_self_17","6"
"study1_pilot2","encouraging","encouraging-paired","s088","msg_rel_self","msg_rel_self_17","6"
"study1_pilot2","encouraging","encouraging-paired","s099","msg_rel_self","msg_rel_self_17","6"
"study1_pilot2","encouraging","encouraging-paired","s102","msg_rel_self","msg_rel_self_17","5"
"study1_pilot2","encouraging","encouraging-paired","s106","msg_rel_self","msg_rel_self_17","6"
"study1_pilot2","encouraging","encouraging-paired","s123","msg_rel_self","msg_rel_self_17","7"
"study1_pilot2","encouraging","encouraging-paired","s148","msg_rel_self","msg_rel_self_17","6"
"study1_pilot2","encouraging","encouraging-paired","s168","msg_rel_self","msg_rel_self_17","7"
"study1_pilot2","encouraging","encouraging-paired","s179","msg_rel_self","msg_rel_self_17","7"
"study1_pilot2","encouraging","encouraging-paired","s235","msg_rel_self","msg_rel_self_17","1"
"study1_pilot2","encouraging","encouraging-paired","s031","msg_rel_social","msg_rel_social_07","6"
"study1_pilot2","encouraging","encouraging-paired","s088","msg_rel_social","msg_rel_social_07","6"
"study1_pilot2","encouraging","encouraging-paired","s099","msg_rel_social","msg_rel_social_07","7"
"study1_pilot2","encouraging","encouraging-paired","s102","msg_rel_social","msg_rel_social_07","6"
"study1_pilot2","encouraging","encouraging-paired","s106","msg_rel_social","msg_rel_social_07","5"
"study1_pilot2","encouraging","encouraging-paired","s123","msg_rel_social","msg_rel_social_07","7"
"study1_pilot2","encouraging","encouraging-paired","s148","msg_rel_social","msg_rel_social_07","6"
"study1_pilot2","encouraging","encouraging-paired","s168","msg_rel_social","msg_rel_social_07","7"
"study1_pilot2","encouraging","encouraging-paired","s179","msg_rel_social","msg_rel_social_07","7"
"study1_pilot2","encouraging","encouraging-paired","s235","msg_rel_social","msg_rel_social_07","5"
"study1_pilot2","encouraging","encouraging-paired","s031","msg_rel_social","msg_rel_social_08","6"
"study1_pilot2","encouraging","encouraging-paired","s088","msg_rel_social","msg_rel_social_08","7"
"study1_pilot2","encouraging","encouraging-paired","s099","msg_rel_social","msg_rel_social_08","7"
"study1_pilot2","encouraging","encouraging-paired","s102","msg_rel_social","msg_rel_social_08","6"
"study1_pilot2","encouraging","encouraging-paired","s106","msg_rel_social","msg_rel_social_08","4"
"study1_pilot2","encouraging","encouraging-paired","s123","msg_rel_social","msg_rel_social_08","7"
"study1_pilot2","encouraging","encouraging-paired","s148","msg_rel_social","msg_rel_social_08","6"
"study1_pilot2","encouraging","encouraging-paired","s168","msg_rel_social","msg_rel_social_08","7"
"study1_pilot2","encouraging","encouraging-paired","s179","msg_rel_social","msg_rel_social_08","6"
"study1_pilot2","encouraging","encouraging-paired","s235","msg_rel_social","msg_rel_social_08","5"
"study1_pilot2","encouraging","encouraging-paired","s031","msg_rel_social","msg_rel_social_12","6"
"study1_pilot2","encouraging","encouraging-paired","s088","msg_rel_social","msg_rel_social_12","7"
"study1_pilot2","encouraging","encouraging-paired","s099","msg_rel_social","msg_rel_social_12","3"
"study1_pilot2","encouraging","encouraging-paired","s102","msg_rel_social","msg_rel_social_12","6"
"study1_pilot2","encouraging","encouraging-paired","s106","msg_rel_social","msg_rel_social_12","6"
"study1_pilot2","encouraging","encouraging-paired","s123","msg_rel_social","msg_rel_social_12","7"
"study1_pilot2","encouraging","encouraging-paired","s148","msg_rel_social","msg_rel_social_12","5"
"study1_pilot2","encouraging","encouraging-paired","s168","msg_rel_social","msg_rel_social_12","7"
"study1_pilot2","encouraging","encouraging-paired","s179","msg_rel_social","msg_rel_social_12","7"
"study1_pilot2","encouraging","encouraging-paired","s235","msg_rel_social","msg_rel_social_12","6"
"study1_pilot2","encouraging","encouraging-paired","s031","msg_rel_social","msg_rel_social_15","6"
"study1_pilot2","encouraging","encouraging-paired","s088","msg_rel_social","msg_rel_social_15","7"
"study1_pilot2","encouraging","encouraging-paired","s099","msg_rel_social","msg_rel_social_15","6"
"study1_pilot2","encouraging","encouraging-paired","s102","msg_rel_social","msg_rel_social_15","6"
"study1_pilot2","encouraging","encouraging-paired","s106","msg_rel_social","msg_rel_social_15","7"
"study1_pilot2","encouraging","encouraging-paired","s123","msg_rel_social","msg_rel_social_15","7"
"study1_pilot2","encouraging","encouraging-paired","s148","msg_rel_social","msg_rel_social_15","5"
"study1_pilot2","encouraging","encouraging-paired","s168","msg_rel_social","msg_rel_social_15","7"
"study1_pilot2","encouraging","encouraging-paired","s179","msg_rel_social","msg_rel_social_15","7"
"study1_pilot2","encouraging","encouraging-paired","s235","msg_rel_social","msg_rel_social_15","1"
"study1_pilot2","encouraging","encouraging-paired","s031","msg_rel_social","msg_rel_social_17","6"
"study1_pilot2","encouraging","encouraging-paired","s088","msg_rel_social","msg_rel_social_17","6"
"study1_pilot2","encouraging","encouraging-paired","s099","msg_rel_social","msg_rel_social_17","5"
"study1_pilot2","encouraging","encouraging-paired","s102","msg_rel_social","msg_rel_social_17","5"
"study1_pilot2","encouraging","encouraging-paired","s106","msg_rel_social","msg_rel_social_17","6"
"study1_pilot2","encouraging","encouraging-paired","s123","msg_rel_social","msg_rel_social_17","7"
"study1_pilot2","encouraging","encouraging-paired","s148","msg_rel_social","msg_rel_social_17","6"
"study1_pilot2","encouraging","encouraging-paired","s168","msg_rel_social","msg_rel_social_17","7"
"study1_pilot2","encouraging","encouraging-paired","s179","msg_rel_social","msg_rel_social_17","7"
"study1_pilot2","encouraging","encouraging-paired","s235","msg_rel_social","msg_rel_social_17","5"
"study1_pilot2","encouraging","encouraging-paired","s031","msg_share","msg_share_07","5"
"study1_pilot2","encouraging","encouraging-paired","s088","msg_share","msg_share_07","7"
"study1_pilot2","encouraging","encouraging-paired","s099","msg_share","msg_share_07","2"
"study1_pilot2","encouraging","encouraging-paired","s102","msg_share","msg_share_07","6"
"study1_pilot2","encouraging","encouraging-paired","s106","msg_share","msg_share_07","2"
"study1_pilot2","encouraging","encouraging-paired","s123","msg_share","msg_share_07","7"
"study1_pilot2","encouraging","encouraging-paired","s148","msg_share","msg_share_07","3"
"study1_pilot2","encouraging","encouraging-paired","s168","msg_share","msg_share_07","3"
"study1_pilot2","encouraging","encouraging-paired","s179","msg_share","msg_share_07","7"
"study1_pilot2","encouraging","encouraging-paired","s235","msg_share","msg_share_07","1"
"study1_pilot2","encouraging","encouraging-paired","s031","msg_share","msg_share_08","5"
"study1_pilot2","encouraging","encouraging-paired","s088","msg_share","msg_share_08","5"
"study1_pilot2","encouraging","encouraging-paired","s099","msg_share","msg_share_08","2"
"study1_pilot2","encouraging","encouraging-paired","s102","msg_share","msg_share_08","3"
"study1_pilot2","encouraging","encouraging-paired","s106","msg_share","msg_share_08","2"
"study1_pilot2","encouraging","encouraging-paired","s123","msg_share","msg_share_08","7"
"study1_pilot2","encouraging","encouraging-paired","s148","msg_share","msg_share_08","3"
"study1_pilot2","encouraging","encouraging-paired","s168","msg_share","msg_share_08","2"
"study1_pilot2","encouraging","encouraging-paired","s179","msg_share","msg_share_08","6"
"study1_pilot2","encouraging","encouraging-paired","s235","msg_share","msg_share_08","1"
"study1_pilot2","encouraging","encouraging-paired","s031","msg_share","msg_share_12","3"
"study1_pilot2","encouraging","encouraging-paired","s088","msg_share","msg_share_12","7"
"study1_pilot2","encouraging","encouraging-paired","s099","msg_share","msg_share_12","2"
"study1_pilot2","encouraging","encouraging-paired","s102","msg_share","msg_share_12","3"
"study1_pilot2","encouraging","encouraging-paired","s106","msg_share","msg_share_12","3"
"study1_pilot2","encouraging","encouraging-paired","s123","msg_share","msg_share_12","7"
"study1_pilot2","encouraging","encouraging-paired","s148","msg_share","msg_share_12","2"
"study1_pilot2","encouraging","encouraging-paired","s168","msg_share","msg_share_12","2"
"study1_pilot2","encouraging","encouraging-paired","s179","msg_share","msg_share_12","6"
"study1_pilot2","encouraging","encouraging-paired","s235","msg_share","msg_share_12","1"
"study1_pilot2","encouraging","encouraging-paired","s031","msg_share","msg_share_15","6"
"study1_pilot2","encouraging","encouraging-paired","s088","msg_share","msg_share_15","7"
"study1_pilot2","encouraging","encouraging-paired","s099","msg_share","msg_share_15","2"
"study1_pilot2","encouraging","encouraging-paired","s102","msg_share","msg_share_15","6"
"study1_pilot2","encouraging","encouraging-paired","s106","msg_share","msg_share_15","4"
"study1_pilot2","encouraging","encouraging-paired","s123","msg_share","msg_share_15","7"
"study1_pilot2","encouraging","encouraging-paired","s148","msg_share","msg_share_15","2"
"study1_pilot2","encouraging","encouraging-paired","s168","msg_share","msg_share_15","7"
"study1_pilot2","encouraging","encouraging-paired","s179","msg_share","msg_share_15","7"
"study1_pilot2","encouraging","encouraging-paired","s235","msg_share","msg_share_15","1"
"study1_pilot2","encouraging","encouraging-paired","s031","msg_share","msg_share_17","5"
"study1_pilot2","encouraging","encouraging-paired","s088","msg_share","msg_share_17","7"
"study1_pilot2","encouraging","encouraging-paired","s099","msg_share","msg_share_17","2"
"study1_pilot2","encouraging","encouraging-paired","s102","msg_share","msg_share_17","3"
"study1_pilot2","encouraging","encouraging-paired","s106","msg_share","msg_share_17","2"
"study1_pilot2","encouraging","encouraging-paired","s123","msg_share","msg_share_17","7"
"study1_pilot2","encouraging","encouraging-paired","s148","msg_share","msg_share_17","3"
"study1_pilot2","encouraging","encouraging-paired","s168","msg_share","msg_share_17","2"
"study1_pilot2","encouraging","encouraging-paired","s179","msg_share","msg_share_17","7"
"study1_pilot2","encouraging","encouraging-paired","s235","msg_share","msg_share_17","1"
"study1_pilot2","encouraging","encouraging-unpaired","s028","msg_rel_self","msg_rel_self_07","5"
"study1_pilot2","encouraging","encouraging-unpaired","s043","msg_rel_self","msg_rel_self_07","6"
"study1_pilot2","encouraging","encouraging-unpaired","s044","msg_rel_self","msg_rel_self_07","7"
"study1_pilot2","encouraging","encouraging-unpaired","s065","msg_rel_self","msg_rel_self_07","6"
"study1_pilot2","encouraging","encouraging-unpaired","s086","msg_rel_self","msg_rel_self_07","6"
"study1_pilot2","encouraging","encouraging-unpaired","s094","msg_rel_self","msg_rel_self_07","6"
"study1_pilot2","encouraging","encouraging-unpaired","s111","msg_rel_self","msg_rel_self_07","7"
"study1_pilot2","encouraging","encouraging-unpaired","s161","msg_rel_self","msg_rel_self_07","6"
"study1_pilot2","encouraging","encouraging-unpaired","s198","msg_rel_self","msg_rel_self_07","7"
"study1_pilot2","encouraging","encouraging-unpaired","s220","msg_rel_self","msg_rel_self_07","6"
"study1_pilot2","encouraging","encouraging-unpaired","s028","msg_rel_self","msg_rel_self_08","7"
"study1_pilot2","encouraging","encouraging-unpaired","s043","msg_rel_self","msg_rel_self_08","6"
"study1_pilot2","encouraging","encouraging-unpaired","s044","msg_rel_self","msg_rel_self_08","7"
"study1_pilot2","encouraging","encouraging-unpaired","s065","msg_rel_self","msg_rel_self_08","6"
"study1_pilot2","encouraging","encouraging-unpaired","s086","msg_rel_self","msg_rel_self_08","5"
"study1_pilot2","encouraging","encouraging-unpaired","s094","msg_rel_self","msg_rel_self_08","6"
"study1_pilot2","encouraging","encouraging-unpaired","s111","msg_rel_self","msg_rel_self_08","6"
"study1_pilot2","encouraging","encouraging-unpaired","s161","msg_rel_self","msg_rel_self_08","6"
"study1_pilot2","encouraging","encouraging-unpaired","s198","msg_rel_self","msg_rel_self_08","7"
"study1_pilot2","encouraging","encouraging-unpaired","s220","msg_rel_self","msg_rel_self_08","6"
"study1_pilot2","encouraging","encouraging-unpaired","s028","msg_rel_self","msg_rel_self_12","5"
"study1_pilot2","encouraging","encouraging-unpaired","s043","msg_rel_self","msg_rel_self_12","5"
"study1_pilot2","encouraging","encouraging-unpaired","s044","msg_rel_self","msg_rel_self_12","7"
"study1_pilot2","encouraging","encouraging-unpaired","s065","msg_rel_self","msg_rel_self_12","6"
"study1_pilot2","encouraging","encouraging-unpaired","s086","msg_rel_self","msg_rel_self_12","5"
"study1_pilot2","encouraging","encouraging-unpaired","s094","msg_rel_self","msg_rel_self_12","5"
"study1_pilot2","encouraging","encouraging-unpaired","s111","msg_rel_self","msg_rel_self_12","5"
"study1_pilot2","encouraging","encouraging-unpaired","s161","msg_rel_self","msg_rel_self_12","6"
"study1_pilot2","encouraging","encouraging-unpaired","s198","msg_rel_self","msg_rel_self_12","7"
"study1_pilot2","encouraging","encouraging-unpaired","s220","msg_rel_self","msg_rel_self_12","6"
"study1_pilot2","encouraging","encouraging-unpaired","s028","msg_rel_self","msg_rel_self_15","5"
"study1_pilot2","encouraging","encouraging-unpaired","s043","msg_rel_self","msg_rel_self_15","7"
"study1_pilot2","encouraging","encouraging-unpaired","s044","msg_rel_self","msg_rel_self_15","7"
"study1_pilot2","encouraging","encouraging-unpaired","s065","msg_rel_self","msg_rel_self_15","6"
"study1_pilot2","encouraging","encouraging-unpaired","s086","msg_rel_self","msg_rel_self_15","6"
"study1_pilot2","encouraging","encouraging-unpaired","s094","msg_rel_self","msg_rel_self_15","6"
"study1_pilot2","encouraging","encouraging-unpaired","s111","msg_rel_self","msg_rel_self_15","6"
"study1_pilot2","encouraging","encouraging-unpaired","s161","msg_rel_self","msg_rel_self_15","6"
"study1_pilot2","encouraging","encouraging-unpaired","s198","msg_rel_self","msg_rel_self_15","7"
"study1_pilot2","encouraging","encouraging-unpaired","s220","msg_rel_self","msg_rel_self_15","6"
"study1_pilot2","encouraging","encouraging-unpaired","s028","msg_rel_self","msg_rel_self_17","7"
"study1_pilot2","encouraging","encouraging-unpaired","s043","msg_rel_self","msg_rel_self_17","7"
"study1_pilot2","encouraging","encouraging-unpaired","s044","msg_rel_self","msg_rel_self_17","7"
"study1_pilot2","encouraging","encouraging-unpaired","s065","msg_rel_self","msg_rel_self_17","6"
"study1_pilot2","encouraging","encouraging-unpaired","s086","msg_rel_self","msg_rel_self_17","5"
"study1_pilot2","encouraging","encouraging-unpaired","s094","msg_rel_self","msg_rel_self_17","6"
"study1_pilot2","encouraging","encouraging-unpaired","s111","msg_rel_self","msg_rel_self_17","6"
"study1_pilot2","encouraging","encouraging-unpaired","s161","msg_rel_self","msg_rel_self_17","6"
"study1_pilot2","encouraging","encouraging-unpaired","s198","msg_rel_self","msg_rel_self_17","6"
"study1_pilot2","encouraging","encouraging-unpaired","s220","msg_rel_self","msg_rel_self_17","6"
"study1_pilot2","encouraging","encouraging-unpaired","s028","msg_rel_social","msg_rel_social_07","6"
"study1_pilot2","encouraging","encouraging-unpaired","s043","msg_rel_social","msg_rel_social_07","6"
"study1_pilot2","encouraging","encouraging-unpaired","s044","msg_rel_social","msg_rel_social_07","7"
"study1_pilot2","encouraging","encouraging-unpaired","s065","msg_rel_social","msg_rel_social_07","6"
"study1_pilot2","encouraging","encouraging-unpaired","s086","msg_rel_social","msg_rel_social_07","6"
"study1_pilot2","encouraging","encouraging-unpaired","s094","msg_rel_social","msg_rel_social_07","6"
"study1_pilot2","encouraging","encouraging-unpaired","s111","msg_rel_social","msg_rel_social_07","7"
"study1_pilot2","encouraging","encouraging-unpaired","s161","msg_rel_social","msg_rel_social_07","6"
"study1_pilot2","encouraging","encouraging-unpaired","s198","msg_rel_social","msg_rel_social_07","7"
"study1_pilot2","encouraging","encouraging-unpaired","s220","msg_rel_social","msg_rel_social_07","6"
"study1_pilot2","encouraging","encouraging-unpaired","s028","msg_rel_social","msg_rel_social_08","7"
"study1_pilot2","encouraging","encouraging-unpaired","s043","msg_rel_social","msg_rel_social_08","6"
"study1_pilot2","encouraging","encouraging-unpaired","s044","msg_rel_social","msg_rel_social_08","7"
"study1_pilot2","encouraging","encouraging-unpaired","s065","msg_rel_social","msg_rel_social_08","6"
"study1_pilot2","encouraging","encouraging-unpaired","s086","msg_rel_social","msg_rel_social_08","6"
"study1_pilot2","encouraging","encouraging-unpaired","s094","msg_rel_social","msg_rel_social_08","6"
"study1_pilot2","encouraging","encouraging-unpaired","s111","msg_rel_social","msg_rel_social_08","6"
"study1_pilot2","encouraging","encouraging-unpaired","s161","msg_rel_social","msg_rel_social_08","6"
"study1_pilot2","encouraging","encouraging-unpaired","s198","msg_rel_social","msg_rel_social_08","7"
"study1_pilot2","encouraging","encouraging-unpaired","s220","msg_rel_social","msg_rel_social_08","6"
"study1_pilot2","encouraging","encouraging-unpaired","s028","msg_rel_social","msg_rel_social_12","5"
"study1_pilot2","encouraging","encouraging-unpaired","s043","msg_rel_social","msg_rel_social_12","7"
"study1_pilot2","encouraging","encouraging-unpaired","s044","msg_rel_social","msg_rel_social_12","7"
"study1_pilot2","encouraging","encouraging-unpaired","s065","msg_rel_social","msg_rel_social_12","6"
"study1_pilot2","encouraging","encouraging-unpaired","s086","msg_rel_social","msg_rel_social_12","6"
"study1_pilot2","encouraging","encouraging-unpaired","s094","msg_rel_social","msg_rel_social_12","5"
"study1_pilot2","encouraging","encouraging-unpaired","s111","msg_rel_social","msg_rel_social_12","5"
"study1_pilot2","encouraging","encouraging-unpaired","s161","msg_rel_social","msg_rel_social_12","6"
"study1_pilot2","encouraging","encouraging-unpaired","s198","msg_rel_social","msg_rel_social_12","7"
"study1_pilot2","encouraging","encouraging-unpaired","s220","msg_rel_social","msg_rel_social_12","6"
"study1_pilot2","encouraging","encouraging-unpaired","s028","msg_rel_social","msg_rel_social_15","5"
"study1_pilot2","encouraging","encouraging-unpaired","s043","msg_rel_social","msg_rel_social_15","7"
"study1_pilot2","encouraging","encouraging-unpaired","s044","msg_rel_social","msg_rel_social_15","7"
"study1_pilot2","encouraging","encouraging-unpaired","s065","msg_rel_social","msg_rel_social_15","6"
"study1_pilot2","encouraging","encouraging-unpaired","s086","msg_rel_social","msg_rel_social_15","6"
"study1_pilot2","encouraging","encouraging-unpaired","s094","msg_rel_social","msg_rel_social_15","6"
"study1_pilot2","encouraging","encouraging-unpaired","s111","msg_rel_social","msg_rel_social_15","6"
"study1_pilot2","encouraging","encouraging-unpaired","s161","msg_rel_social","msg_rel_social_15","6"
"study1_pilot2","encouraging","encouraging-unpaired","s198","msg_rel_social","msg_rel_social_15","7"
"study1_pilot2","encouraging","encouraging-unpaired","s220","msg_rel_social","msg_rel_social_15","6"
"study1_pilot2","encouraging","encouraging-unpaired","s028","msg_rel_social","msg_rel_social_17","7"
"study1_pilot2","encouraging","encouraging-unpaired","s043","msg_rel_social","msg_rel_social_17","7"
"study1_pilot2","encouraging","encouraging-unpaired","s044","msg_rel_social","msg_rel_social_17","7"
"study1_pilot2","encouraging","encouraging-unpaired","s065","msg_rel_social","msg_rel_social_17","6"
"study1_pilot2","encouraging","encouraging-unpaired","s086","msg_rel_social","msg_rel_social_17","5"
"study1_pilot2","encouraging","encouraging-unpaired","s094","msg_rel_social","msg_rel_social_17","6"
"study1_pilot2","encouraging","encouraging-unpaired","s111","msg_rel_social","msg_rel_social_17","6"
"study1_pilot2","encouraging","encouraging-unpaired","s161","msg_rel_social","msg_rel_social_17","6"
"study1_pilot2","encouraging","encouraging-unpaired","s198","msg_rel_social","msg_rel_social_17","7"
"study1_pilot2","encouraging","encouraging-unpaired","s220","msg_rel_social","msg_rel_social_17","6"
"study1_pilot2","encouraging","encouraging-unpaired","s028","msg_share","msg_share_07","2"
"study1_pilot2","encouraging","encouraging-unpaired","s043","msg_share","msg_share_07","5"
"study1_pilot2","encouraging","encouraging-unpaired","s044","msg_share","msg_share_07","7"
"study1_pilot2","encouraging","encouraging-unpaired","s065","msg_share","msg_share_07","6"
